Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
Kaltex,,Textiles & Apparel,1000,$250M,,"Naucalpan de Juárez, New York",,,,,,,,,kaltex.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Matthews Marking Systems,,Household Goods,1000,$250M,,"Pittsburgh, Pennsylvania",,,,,,,,,matthewsmarking.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Norfolk Iron and Metal,,Industrial Machinery & Equipment,1000,$100M,,"Norfolk, Nebraska",,,,,,,,,https://www.norfolkiron.com/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Paper Excellence Group,,Pulp & Paper,1000,$250M,,"Newport Beach, California",,,,,,,,,https://paperexcellence.com/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Rand Commercial,,Building Materials,1000,$1.7B,63,"Nanuet, New York",,,,,,,,,www.randrealty.com,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,98190217,Clean
Spectrum Paint,,Chemicals & Related Products,1000,$100M,,"Tulsa, Oklahoma",,,,,,,,,https://www.spectrumpaint.com/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Aalberts Integrated Piping Systems,,Building Materials,1057,$287M,1,"Charlotte, North Carolina",,,,,,,,,www.aalberts-ips.us,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1332658017,Clean
Bagcraft Papercon,,Pulp & Paper,1380,$279M,11,"Chicago, Illinois",,,,,,,,,www.bagcraft.com,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,6686714,Clean
Logan Aluminum Inc,,Industrial Machinery & Equipment,1452,$229M,4,"Russellville, Kentucky",,,,,,,,,www.logan-aluminum.com,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,57641048,Clean
"Honda Aircraft Company, LLC",,"Airlines, Airports & Air Services",761,$366M,12,"Greensboro, North Carolina",,,,,,,,,www.hondajet.com,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,3787331,Clean
SMC Corporation of America,,Industrial Machinery & Equipment,1500,$454M,108,"Noblesville, Indiana",,,,,,,,,www.smcusa.com,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,107839967,Clean
"Pharr Yarns , LLC",,Textiles & Apparel,1521,$53M,1,"Mc Adenville, North Carolina",,,,,,,,,pharrcorp.com,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,92259425,Clean
The Kendall Group,,Industrial Machinery & Equipment,1600,$434M,9,"Portage, Michigan",,,,,,,,,www.kendallgroup.com,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,559336960,Clean
Instrumentation Laboratory Company,,Medical Devices & Equipment,1604,$100M,6,"Bedford, Massachusetts",,,,,,,,,,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,45437463,Clean
Dixon Valve & Coupling,,Industrial Machinery & Equipment,1615,$250M,,"Chestertown, Maryland",,,,,,,,,www.dixonvalve.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Beontag,,Commercial Printing,2000,$520M,1,"Corona, California",,,,,,,,,www.beontag.com,,,,,,,2021,PRIVATE,2026-02-25,ZoomInfo,562153097,Clean
CLOSED -CLOSED -Firestone Building Products Company LLC,,Building Materials,2000,$543M,,"Nashville, Tennessee",,,,,,,,,www.firestonebpco.com,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,26265183,Clean
D-Link,,Computer Equipment & Peripherals,2000,$117M,,,,,,,,,,,dlink.co.il,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Caliber,,Automotive Parts,2170,$62M,,"Provo, Utah",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,556848703,Excluded_Name_Match
The AZEK Company LLC,,Building Materials,2276,$74M,11,"Chicago, Illinois",,,,,,,,,www.azekco.com,,,,,,,2013,PRIVATE,2026-02-25,ZoomInfo,7620915,Clean
Fort Wayne Metals,,Industrial Machinery & Equipment,2303,$629M,,,,,,,,,,,www.fwmetals.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Astemo Americas,,Automotive Parts,2591,$331M,9,"Harrodsburg, Kentucky",,,,,,,,,,,,,,,,1926,PRIVATE,2026-02-25,ZoomInfo,562985747,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Bolthouse Farms,,Food & Beverage,2600,$1.1B,29,"Bakersfield, California",,,,,,,,,www.bolthouse.com,,,,,,,1915,PRIVATE,2026-02-25,ZoomInfo,5161364,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
CCL Design Automotive,,Automotive Parts,2786,$844M,1,"Santa Clara, California",,,,,,,,,www.ccldesign.com,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,479977589,Clean
SEhomes,,Building Materials,2827,$100M,8,"Addison, Alabama",,,,,,,,,www.sehomessouthern.com,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,343328859,Clean
ADC Krone,,Telecommunication Equipment,2843,$91M,,"Eden Prairie, Minnesota",,,,,,,,,,,,,,,,1935,PRIVATE,2026-02-25,ZoomInfo,1889164,Clean
Berry Family of Nurseries,,Agricultural,2900,$561M,,"Irving, Texas",,,,,,,,,www.berrynurseries.com,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,371785097,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Alfa Romeo Fiat of Alexandria,,Motor Vehicles,3021,$594M,,"Alexandria, Virginia",,,,,,,,,www.fiatusaofalexandria.com,,,,,,,1954,PRIVATE,2026-02-25,ZoomInfo,371813045,Clean
Wolverine Worldwide,,Textiles & Apparel,3100,$1.9B,38,"Rockford, Michigan",,,,,,,,,www.wolverineworldwide.com,,,,,,,1883,PUBLIC,2026-02-25,ZoomInfo,132481123,Clean
CLOSED -CLOSED -Varroc Lighting Systems (India) Pvt. Ltd.,,Electronics,3725,$71.9B,,"Plymouth, Michigan",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,363307870,Clean
T.D. Williamson,,Industrial Machinery & Equipment,3728,$2.0B,,"New York City, New York",,,,,,,,,hc2.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
FXI,,Household Goods,4438,$1.2B,46,"Radnor, Pennsylvania",,,,,,,,,www.fxi.com,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,47171690,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Barnes Aerospace,,Aerospace & Defense,4697,$1.3B,6,"Windsor, Connecticut",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,3982551,Clean
FUJIFILM USA,,Photographic & Optical Equipment,4702,$1.3B,,"Valhalla, New York",,,,,,,,,www.fujifilm.com/us,,,,,,,,,2026-02-25,ZoomInfo,54493436,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Aerojet Rocketdyne Holdings,,Aerospace & Defense,5000,$2.2B,23,"El Segundo, California",,,,,,,,,,,,,,,,1915,PUBLIC,2026-02-25,ZoomInfo,672179,Clean
BizLink Robotic Solutions,,Industrial Machinery & Equipment,5000,$500M,,"Lake Orion, Michigan",,,,,,,,,https://factory-automation.bizlinktech.com/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Conductix-Wampfler,,Industrial Machinery & Equipment,5000,$10.0B,,"Omaha, Nebraska",,,,,,,,,https://www.conductix.us/en,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Kimball International,,Furniture,5000,$592M,,"JASPER, Indiana",,,,,,,,,kimball.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Walter USA,,Industrial Machinery & Equipment,5000,$1.0B,,"Greer, South Carolina",,,,,,,,,walter-tools.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Sidel,,Industrial Machinery & Equipment,5001,$1.4B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
KLA-Tencor,,Electronics,5991,$3.5B,,"Milpitas, California",,,,,,,,,www.kla-tencor.com,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,563359986,Clean
"Advanced Drainage Systems, Inc.",,Building Materials,6000,$3.0B,28,"Hilliard, Ohio",,,,,,,,,www.adspipe.com,,,,,,,1966,PUBLIC,2026-02-25,ZoomInfo,820903,Clean
"Beam Suntory, Inc",,Food & Beverage,6000,$1.6B,,"New York City, New York",,,,,,,,,www.beamsuntory.com,,,,,,,1899,PRIVATE,2026-02-25,ZoomInfo,14701790,Clean
BradyPLUS,,Cleaning Products,6000,$810M,,"Las Vegas, Nevada",,,,,,,,,www.bradyplus.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
Helena Agri-Enterprises,,Agricultural,6000,$1.6B,362,"Collierville, Tennessee",,,,,,,,,www.helenaagri.com,,,,,,,1963,PRIVATE,2026-02-25,ZoomInfo,51777949,Clean
Altria Group,,Food & Beverage,6200,$20.1B,10,"Richmond, Virginia",,,,,,,,,www.altria.com,,,,,,,1985,PUBLIC,2026-02-25,ZoomInfo,4574307,Clean
Vista Outdoor Inc.,,Sporting Goods,6400,$2.7B,,"Anoka, Minnesota",,,,,,,,,www.vistaoutdoor.com,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,368649685,Clean
CLOSED -CLOSED -Cypress Semiconductor Corporation,,Electronics,6546,$2.2B,76,"San Jose, California",,,,,,,,,www.cypress.com,,,,,,,1982,PUBLIC,2026-02-25,ZoomInfo,10338799,Clean
Wabash,,Motor Vehicles,6700,$1.0B,,"Lafayette, Indiana",,,,,,,,,www.onewabash.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Superior Uniform Group Inc,,Textiles & Apparel,7200,$566M,8,"Saint Petersburg, Florida",,,,,,,,,www.superiorgroupofcompanies.com,,,,,,,1920,PUBLIC,2026-02-25,ZoomInfo,92521046,Clean
NCH Corporation,,Cleaning Products,8500,$2.3B,47,"Irving, Texas",,,,,,,,,www.nch.com,,,,,,,1919,PRIVATE,2026-02-25,ZoomInfo,27000943,Clean
CLOSED -CLOSED -Meritor,,Automotive Parts,9600,$4.1B,97,"Troy, Michigan",,,,,,,,,www.meritorpartsxpress.com,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,24609568,Clean
Valero Freshman Engineering Summit,,Energy,9908,$129.9B,,"San Antonio, Texas",,,,,,,,,https://www.valero.com/careers/university-recruiting/freshman-engineering-summit,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Amcor USA,,"Plastic, Packaging & Containers",10000,$13.0B,,"Miramar, Florida",,,,,,,,,amcor.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Bostik USA,,Chemicals & Related Products,10000,$10.0B,,"Wauwatosa, Wisconsin",,,,,,,,,https://www.bostik.com/us/en_US/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
East Penn Manufacturing,,Energy,10000,$2.7B,82,"Lyon Station, Pennsylvania",,,,,,,,,www.eastpennmanufacturing.com,,,,,,,1946,PRIVATE,2026-02-25,ZoomInfo,33951607,Clean
L'Occitane US,,"Cosmetics, Beauty Supply & Personal Care Products",10000,$10.0B,,"New York, New York",,,,,,,,,loccitane.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
MAHLE,,Automotive Parts,10000,$3.2B,,"Troy, Michigan",,,,,,,,,mahle.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
CLOSED -CLOSED -AVX Corporation,,Electronics,10801,$1.3B,,"Fountain Inn, South Carolina",,,,,,,,,www.avx.com,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,3605169,Clean
Forest River,,Motor Vehicles,10917,$10.0B,,"Elkhart, Indiana",,,,,,,,,www.forestriverinc.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Daikin America,,Appliances,12722,$3.5B,7,"Waller, Texas",,,,,,,,,www.daikincomfort.com,,,,,,,1951,PRIVATE,2026-02-25,ZoomInfo,565036251,Clean
Aptar Corporate University,,"Plastic, Packaging & Containers",13800,$3.8B,,"Crystal Lake, Illinois",,,,,,,,,https://aptar.com/careers/career-development-education/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Pactiv,,"Plastic, Packaging & Containers",15000,$4.0B,,"Lake Forest, Illinois",,,,,,,,,www.pactiv.com,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,29474833,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
RELIANCE STEEL & ALUMINUM CO.,,Industrial Machinery & Equipment,15900,$13.9B,19,"Scottsdale, Arizona",,,,,,,,,reliance.com,,,,,,,1939,PUBLIC,2026-02-25,ZoomInfo,81232320,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Amsted Industries,,Industrial Machinery & Equipment,17000,$3.1B,10,"Chicago, Illinois",,,,,,,,,www.amsted.com,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,6378197,Clean
Standard Industries,,Industrial Machinery & Equipment,20000,$11.0B,18,"New York City, New York",,,,,,,,,www.standardindustries.com,,,,,,,1886,PRIVATE,2026-02-25,ZoomInfo,380706784,Clean
Newell Brands,,Household Goods,23700,$7.2B,13,"Atlanta, Georgia",,,,,,,,,www.newellbrands.com,,,,,,,1903,PUBLIC,2026-02-25,ZoomInfo,27525214,Clean
Parker LORD,,Industrial Machinery & Equipment,57950,$20.5B,406,"Cleveland, Ohio",,,,,,,,,www.parker.com,,,,,,,1917,PUBLIC,2026-02-25,ZoomInfo,40536203,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Total,,Chemicals & Related Products,7440271,$1163.7B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
C.H Guenther,,Food & Beverage,2554,$908M,,,,,,,,,,,chg.com,,,,,,,1851,,2026-03-03,Multi-Source Enrichment + Estimated,21090026,Clean
Cequent Group,,Automotive Parts,3200,$739M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,44371229,Clean
Ceraclad,,Building Materials,2400,$706M,,,,,,,,,,,ceraclad.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,435546573,Clean
CGS Group,,Industrial Machinery & Equipment,2100,$629M,,Monza,,,,,,,,,cgsgroup.com,,,,,,,1904,,2026-03-03,Multi-Source Enrichment + Estimated,370779042,Clean
Champion Warranty,,Building Materials,2400,$706M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1210424129,Clean
Champion Windows & Home Exteriors,,Building Materials,2400,$706M,,,,,,,,,,,championwindow.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,48309042,Clean
Channel Veneers,,Building Materials,2400,$706M,,,,,,,,,,,channelveneers.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,348097945,Clean
Charming Beard Coffee,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,347552018,Clean
Chassix,,Automotive Parts,3200,$739M,,,,,,,,,,,aludyne.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,357304950,Clean
Chem-Energy,,Chemicals & Related Products,30,$12.0B,,,,,,,,,,,chem-energy.com,,,,,,,,,2026-03-03,Multi-Source Enrichment,346291969,Clean
Chemipharm,,Pharmaceuticals,2288,$716M,,,,,,,,,,,chemipharm.net,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,348652779,Clean
Chemsearch,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,chemsearchfe.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1106777175,Clean
Chemtura,,Chemicals & Related Products,2997,$1.8B,,Philadelphia,,,,,,,,,chemtura.com,,,,,,,2005,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,25480125,Clean
Chenab Limited,,Textiles & Apparel,3200,$971M,,,,,,,,,,,chenab.com,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,355785773,Clean
Chevron Oronite,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,chevronoronite.com,,,,,,,1879,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,447666174,Clean
Chief Industries,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,chief.com,,,,,,,1954,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,19976334,Clean
ChinesePublicCompanies.com,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,345500471,Clean
Chiron,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,358818452,Clean
Christie Digital Systems,,Electronics,2661,$636M,,,,,,,,,,,christiedigitalsystems.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,24808932,Clean
Church Brothers Farms,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,343493983,Clean
Cigar World,,Food & Beverage,2554,$908M,,,,,,,,,,,cigarworld.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,20956326,Clean
CIMAF Ciments de l'Afrique,,Building Materials,2400,$706M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,356368221,Clean
Cinch Connectivity Solutions,,Telecommunication Equipment,2898,$712M,,,,,,,,,,,cinch.com,,,,,,,1917,,2026-03-03,Multi-Source Enrichment + Estimated,8126960,Clean
Cinnabon,,Food & Beverage,2554,$908M,,Atlanta,,,,,,,,,cinnabon.com,,,,,,,1985,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,8159355,Clean
CIRCOR Aerospace,,Aerospace & Defense,2692,$1.0B,,"Burlington, Massachusetts",,,,,,,,,circoraerospace.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,343624130,Clean
Citrosuco,,Food & Beverage,2554,$908M,,,,,,,,,,,citrosuco.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,347501865,Clean
Cives Steel,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,cives.com,,,,,,,1960,,2026-03-03,Multi-Source Enrichment + Estimated,25628471,Clean
Clarcor,,Chemicals & Related Products,2997,$1.8B,,Franklin,,,,,,,,,clarcor.com,,,,,,,1904,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,26283803,Clean
Clarience Technologies,,Automotive Parts,4200,$739M,,,,,,,,,,,clariencetechnologies.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,482723265,Clean
Clarion Lubricants,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,clarionlubricants.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,347830994,Clean
ClarkDietrich,,Building Materials,2400,$706M,,,,,,,,,,,clarkdietrich.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,347528306,Clean
Cleveland Industrial Valves,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,355628101,Clean
Clopay,,Building Materials,2400,$706M,,,,,,,,,,,clopay.com,,,,,,,1964,,2026-03-03,Multi-Source Enrichment + Estimated,8520010,Clean
CloudKitchens,,Food & Beverage,2554,$908M,,,,,,,,,,,cloudkitchens.com,,,,,,,2016,,2026-03-03,Multi-Source Enrichment + Estimated,447693843,Clean
Clover Imaging Group,,Pulp & Paper,3124,$866M,,,,,,,,,,,cloverimaging.com,,,,,,,1996,,2026-03-03,Multi-Source Enrichment + Estimated,369107174,Clean
CMC Magnetics,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,26446144,Clean
CMC Materials,,Electronics,2661,$636M,,,,,,,,,,,cmc-materials.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,512982500,Clean
Cns,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,1987,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,1126295283,Clean
Coach House Accents,,Building Materials,2400,$706M,,,,,,,,,,,coachhouseaccents.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,356796578,Clean
Coca-Cola Puerto Rico Bottlers,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,435140568,Clean
Coca-Cola Southwest Beverages,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,2009,,2026-03-03,Multi-Source Enrichment + Estimated,345428608,Clean
Coca-Cola UNITED,,Food & Beverage,10000,$18.0M,,"Birmingham, Alabama",,,,,,,,,cocacolaunited.com,,,,,,,1902,PUBLIC,2026-03-03,Multi-Source Enrichment,511851965,Clean
Cochiara Shipyard & Marina,,Boats & Submarines,2626,$718M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,352158776,Clean
Cocoa Horizons,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,395662909,Clean
Coilcraft,,Electronics,2661,$636M,,,,,,,,,,,coilcraft.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,65096681,Clean
Cold Stone Creamery,,Food & Beverage,2554,$908M,,Scottsdale,,,,,,,,,coldstonecreamery.com,,,,,,,1988,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,8733429,Clean
Collins & Aikman,,Automotive Parts,3200,$739M,,Southfield,,,,,,,,,collins.com,,,,,,,1891,,2026-03-03,Multi-Source Enrichment + Estimated,23745644,Clean
Coloplast US,,Medical Devices & Equipment,14685,$3.6B,,Humlebæk,,,,,,,,,coloplast.com,,,,,,,1957,Private,2026-03-03,Multi-Source Enrichment,1143605131,Clean
Colorado Engineering,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,coloradoengineering.com,,,,,,,1870,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,353794915,Clean
Colorcon,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,colorcon.com,,,,,,,1961,,2026-03-03,Multi-Source Enrichment + Estimated,8864167,Clean
Colorlight,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,445712889,Clean
Comar,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,comar.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,21042000,Clean
COMASEC MARIGOLD Ind Group,,Textiles & Apparel,3200,$971M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,353778068,Clean
Comelit USA,,Electronics,2661,$636M,,,,,,,,,,,comelitusa.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,371817873,Clean
CommScope,,Computer Equipment & Peripherals,1743,$566M,,Claremont,,,,,,,,,commscope.com,,,,,,,1976,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,16009390,Clean
"Component Housing System, USA",,Building Materials,2400,$706M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,354054260,Clean
CompoSecure,,Electronics,23,$10.0M,,,,,,,,,,,composecure.com,,,,,,,,,2026-03-03,Multi-Source Enrichment,21548493,Clean
Conair,,Appliances,5000,$1.4B,9,"Stamford, Connecticut",,,,,,,,,www.conair.com,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,481081660,Clean
Conbraco Industries,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,58854177,Clean
Cone Denim,,Textiles & Apparel,3200,$971M,,"Greensboro, NC",,,,,,,,,conedenim.com,,,,,,,1891,,2026-03-03,Multi-Source Enrichment + Estimated,1101326921,Clean
Connect America,,Telecommunication Equipment,2898,$712M,,,,,,,,,,,connectamerica.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,13092278,Clean
Consolidated Aerospace Manufacturing,,Aerospace & Defense,50,$1.0B,,,,,,,,,,,consolidated.com,,,,,,,1888,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,132907012,Clean
Consolidated Aerospace Manufacturing,,Aerospace & Defense,50,$1.0B,,,,,,,,,,,consolidated.com,,,,,,,1888,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,1132178,Clean
Consolidated Container Company,,"Plastic, Packaging & Containers",50,$576M,,,,,,,,,,,consolidated.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,344946686,Clean
Consolidated Precision Products,,Industrial Machinery & Equipment,2100,$629M,,Cleveland,,,,,,,,,cppcorp.com,,,,,,,1991,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,344948606,Clean
Constar International,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,constar.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,9388386,Clean
Constellation Brands,,Food & Beverage,2554,$10.2B,,"Rochester, NY",,,,,,,,,cbrands.mx,,,,,,,1945,Public,2026-03-03,Multi-Source Enrichment + Estimated,55611300,Clean
Contel USA,,Telecommunication Equipment,2898,$712M,,,,,,,,,,,contelusa.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,359309621,Clean
Continental Battery Systems,,Energy,2901,$1.1B,,,,,,,,,,,continentalbatterysystems.com,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,29774979,Clean
Continental Carbonic Products,,Energy,2901,$1.1B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,29774978,Clean
Continental Linen Service,,Textiles & Apparel,3200,$971M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,354016266,Clean
