Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
Edfinancial Services,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,12403054,Clean
eFunds,,Credit Cards & Transaction Processing,5129,$317M,,"Phoenix, Arizona",,,,,,,,,,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,12518183,Clean
EisnerAmper,,Accounting Services,4000,$473M,38,"New York City, New York",,,,,,,,,,,,,,,,1965,PRIVATE,2026-02-25,ZoomInfo,348692054,Clean
EJT Holdings,,Investment Banking,4523,$364M,4,"Miami Beach, Florida",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,347270648,Clean
Elavon,,Credit Cards & Transaction Processing,4000,$1.9B,66,"Atlanta, Georgia",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,92425342,Clean
Ellie Mae,,Financial Software,1196,$394M,,"Pleasanton, California",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,35490797,Clean
Emdeon,,Credit Cards & Transaction Processing,2707,$149M,,"Nashville, Tennessee",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,41916252,Clean
Empeople Credit Union,,Banking,4011,$753M,1,"Moline, Illinois",,,,,,,,,,,,,,,,1935,PRIVATE,2026-02-25,ZoomInfo,5000015848,Clean
Empower Retirement,,,8800,$4.5B,,"Englewood, Colorado",,,,,,,,,,,,,,,,1891,PRIVATE,2026-02-25,ZoomInfo,373590896,Clean
Encore Enterprises,,,1000,$12M,45,"Plano, Texas",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,39738788,Clean
Enova,,Lending & Brokerage,1787,$3.2B,11,"Chicago, Illinois",,,,,,,,,,,,,,,,2004,PUBLIC,2026-02-25,ZoomInfo,347160479,Clean
Ent Credit Union,,Banking,1484,$595M,57,"Colorado Springs, Colorado",,,,,,,,,,,,,,,,1957,PRIVATE,2026-02-25,ZoomInfo,13025380,Clean
Enterprise Bank & Trust,,Banking,1256,$593M,61,"Clayton, Missouri",,,,,,,,,,,,,,,,1988,PUBLIC,2026-02-25,ZoomInfo,13025731,Clean
Envoy Mortgage,,Lending & Brokerage,1000,$516M,331,"Houston, Texas",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,348497510,Clean
Equitable,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,10063571,Clean
Equity Residential,,,2500,$3.1B,81,"Chicago, Illinois",,,,,,,,,,,,,,,,2005,PUBLIC,2026-02-25,ZoomInfo,41523703,Clean
Essex Property Trust,,,1712,$1.9B,430,"San Mateo, California",,,,,,,,,,,,,,,,1971,PUBLIC,2026-02-25,ZoomInfo,41881272,Clean
Euro Pacific Capital,,Lending & Brokerage,2325,$13M,35,"Westport, Connecticut",,,,,,,,,,,,,,,,1980,PRIVATE,2026-02-25,ZoomInfo,42142464,Clean
EverBank,,Banking,1853,$2.3B,112,"Jacksonville, Florida",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,51137071,Clean
Evercore,,Investment Banking,2570,$3.9B,31,"New York City, New York",,,,,,,,,,,,,,,,1995,PUBLIC,2026-02-25,ZoomInfo,18925140,Clean
Everett Financial,,Lending & Brokerage,2130,$1.1B,,"Dallas, Texas",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,64667849,Clean
Everi,,Gambling & Gaming,2300,$750M,28,"Las Vegas, Nevada",,,,,,,,,,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,369993814,Clean
Evertec,,Credit Cards & Transaction Processing,4800,$903M,7,"San Juan, Puerto Rico",,,,,,,,,,,,,,,,1988,PUBLIC,2026-02-25,ZoomInfo,31852719,Clean
Evision Investments,,Venture Capital & Private Equity,2072,$499M,,"Modesto, California",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,371566844,Clean
EVO,,Credit Cards & Transaction Processing,2400,$543M,25,"Atlanta, Georgia",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,101435136,Clean
eVoice,,Telephony & Wireless,1200,$443M,3,"Menlo Park, California",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,37767927,Clean
EWC Franchise,,Investment Banking,2747,$100M,5,"Plano, Texas",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,538224700,Clean
Exeter Finance,,Banking,1700,$1.0B,47,"Irving, Texas",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,99780242,Clean
"Experian Japan Co., Ltd.",,Investment Banking,1124,$616M,2,"Costa Mesa, California",,,,,,,,,,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,559691677,Clean
Express Business Funds,,,2256,$497M,,"New York City, New York",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,354742038,Clean
Ezcorp,,Banking,8500,$1.3B,50,"Rollingwood, Texas",,,,,,,,,,,,,,,,1989,PUBLIC,2026-02-25,ZoomInfo,43159298,Clean
Fairway Home Mortgage,,Lending & Brokerage,8000,$4.1B,4,"Madison, Wisconsin",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,38488432,Clean
Fairway Independent Mortgage Corporation Grapevine,,Lending & Brokerage,2120,$100M,,"Madison, Wisconsin",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,1208024055,Clean
Fairway Sound,,Lending & Brokerage,5619,$309M,4,"Kirkland, Washington",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,479735527,Clean
Fannie Mae,,Lending & Brokerage,7000,$27.5B,8,"Washington, District of Columbia",,,,,,,,,,,,,,,,1938,PUBLIC,2026-02-25,ZoomInfo,72074644,Clean
Farm Credit Mid-America,,Banking,2977,$682M,2,"Louisville, Kentucky",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,38982683,Excluded_Name_Match
Farm Credit Services of America,,,2173,$1.1B,52,"Omaha, Nebraska",,,,,,,,,,,,,,,,1917,PRIVATE,2026-02-25,ZoomInfo,104140230,Clean
Fast Auto Loans,,Credit Cards & Transaction Processing,3000,$163M,69,"Sandy Springs, Georgia",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,357956857,Clean
Federal Reserve Bank of Atlanta,,Banking,1340,$691M,3,"Atlanta, Georgia",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,53153032,Clean
Federal Reserve Bank of Boston,,Banking,2182,$542M,11,"Boston, Massachusetts",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,44207686,Clean
Federal Reserve Bank of Chicago,,Banking,1587,$946M,4,"Chicago, Illinois",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,46925807,Clean
Federal Reserve Bank of Cleveland,,Federal,1000,$367M,4,"Cleveland, Ohio",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,559284265,Clean
Federal Reserve Bank of Kansas City,,Banking,1400,$3.1B,3,"Kansas City, Missouri",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,559284176,Clean
Federal Reserve Bank of Minneapolis,,Banking,1000,$248M,2,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,559284256,Clean
Federal Reserve Bank of New York,,Banking,3000,$4.1B,3,"New York City, New York",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,353780302,Clean
Federal Reserve Bank of Richmond,,Banking,2700,$670M,10,"Richmond, Virginia",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,53153036,Clean
Federal Reserve Bank of San Francisco,,Banking,1799,$398M,4,"San Francisco, California",,,,,,,,,,,,,,,,1913,PRIVATE,2026-02-25,ZoomInfo,100894170,Clean
Federal Reserve Bank of St Louis,,Banking,1500,$773M,3,"St. Louis, Missouri",,,,,,,,,,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,343780850,Clean
Federal Reserve Bank of St. Louis,,Banking,1000,$248M,1,"St. Louis, Missouri",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,351553507,Clean
Federal Reserve System,,Federal,5000,$1.2B,53,"Washington, District of Columbia",,,,,,,,,,,,,,,,1913,PRIVATE,2026-02-25,ZoomInfo,44207678,Clean
Federated Hermes,,Investment Banking,2000,$1.7B,20,"Pittsburgh, Pennsylvania",,,,,,,,,,,,,,,,1955,PUBLIC,2026-02-25,ZoomInfo,527529796,Clean
Federated Investors,,Investment Banking,2000,$1.4B,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,541539241,Clean
Fedora Healthcare Solutions,,Management Consulting,2000,$423M,1,"Rock Hill, South Carolina",,,,,,,,,,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,347726733,Clean
FF Acquisition,,Venture Capital & Private Equity,5000,$403M,7,"Chesapeake, Virginia",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,1200886140,Clean
FICO,,Business Intelligence (BI) Software,3762,$2.1B,92,"Bozeman, Montana",,,,,,,,,,,,,,,,1956,PUBLIC,2026-02-25,ZoomInfo,43338967,Clean
Fidelity Bank,,Banking,1383,$269M,,"Atlanta, Georgia",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,1157615923,Clean
Financial Services,,Credit Cards & Transaction Processing,3122,$7M,1,"Knoxville, Tennessee",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,64473006,Clean
Financial Standard Consulting,,Investment Banking,2266,$490M,,"Los Altos, California",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,356341923,Clean
Firebird Investment Group LLC,,Venture Capital & Private Equity,1309,$689K,4,"Dallas, Texas",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,36293978,Clean
Firm Capital Property Trust,,Investment Banking,4658,$6M,,"Kansas City, Missouri",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,5000027101,Clean
First American,,Credit Cards & Transaction Processing,1001,$784M,21,"Fort Worth, Texas",,,,,,,,,,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,42683324,Clean
First Bank,,Banking,1353,$379M,171,"Southern Pines, North Carolina",,,,,,,,,,,,,,,,1935,PUBLIC,2026-02-25,ZoomInfo,50432652,Clean
First Busey,,Banking,1922,$720M,129,"Champaign, Illinois",,,,,,,,,,,,,,,,1868,PUBLIC,2026-02-25,ZoomInfo,5947514,Clean
First Commonwealth Bank,,Banking,1567,$486M,160,"Indiana, Pennsylvania",,,,,,,,,,,,,,,,1934,PUBLIC,2026-02-25,ZoomInfo,14435160,Clean
First Financial Bank,,Banking,2164,$885M,221,"Cincinnati, Ohio",,,,,,,,,,,,,,,,1863,PUBLIC,2026-02-25,ZoomInfo,28116851,Clean
First Financial Bankshares,,Banking,1400,$603M,82,"Abilene, Texas",,,,,,,,,,,,,,,,1890,PUBLIC,2026-02-25,ZoomInfo,28116854,Clean
First Hawaiian Bank,,Banking,2000,$810M,65,"Honolulu, Hawaii",,,,,,,,,,,,,,,,1858,PUBLIC,2026-02-25,ZoomInfo,56167090,Clean
First Horizon Bank,,Banking,7155,$3.2B,57,"Memphis, Tennessee",,,,,,,,,,,,,,,,1864,PUBLIC,2026-02-25,ZoomInfo,46925792,Excluded_ZI_Match
First Interstate BancSystem,,Banking,3481,$1.0B,4,"Billings, Montana",,,,,,,,,,,,,,,,1968,PUBLIC,2026-02-25,ZoomInfo,85870576,Clean
First Interstate Bank,,Banking,3246,$1.5B,217,"Billings, Montana",,,,,,,,,,,,,,,,1968,PRIVATE,2026-02-25,ZoomInfo,44223487,Clean
First Merchants Bank,,Banking,2120,$642M,178,"Muncie, Indiana",,,,,,,,,,,,,,,,1893,PUBLIC,2026-02-25,ZoomInfo,14467319,Clean
First Mid,,Banking,1178,$339M,66,"Mattoon, Illinois",,,,,,,,,,,,,,,,1865,PUBLIC,2026-02-25,ZoomInfo,51825759,Clean
First Midwest Bank,,Banking,1943,$792M,,"Itasca, Illinois",,,,,,,,,,,,,,,,1933,PUBLIC,2026-02-25,ZoomInfo,25626243,Clean
First National Bank,,Banking,4104,$1.7B,457,"Pittsburgh, Pennsylvania",,,,,,,,,,,,,,,,1864,PUBLIC,2026-02-25,ZoomInfo,26380206,Clean
First National Bank Texas,,Banking,3148,$478M,17,"Killeen, Texas",,,,,,,,,,,,,,,,1901,PRIVATE,2026-02-25,ZoomInfo,14450699,Clean
First National of Nebraska,,Banking,5000,$2.4B,3,"Omaha, Nebraska",,,,,,,,,,,,,,,,1857,PUBLIC,2026-02-25,ZoomInfo,92260441,Clean
First PREMIER Bank,,Banking,1800,$217M,32,"Sioux Falls, South Dakota",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,14483568,Clean
First Rate Mortgage,,Credit Cards & Transaction Processing,2953,$767M,,"Renton, Washington",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,107726559,Clean
First Republic Bank,,Banking,7213,$5.8B,,"Scottsdale, Arizona",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,14483819,Clean
First Tech Federal Credit Union,,Banking,1600,$604M,66,"Hillsboro, Oregon",,,,,,,,,,,,,,,,1952,PRIVATE,2026-02-25,ZoomInfo,26412393,Clean
First United Bank,,Banking,1875,$1.1B,41,"Durant, Oklahoma",,,,,,,,,,,,,,,,1900,PRIVATE,2026-02-25,ZoomInfo,14499908,Clean
FirstBank,,Banking,2346,$1.3B,155,"Lakewood, Colorado",,,,,,,,,,,,,,,,1963,PRIVATE,2026-02-25,ZoomInfo,19367198,Clean
FirstBank,,Banking,3123,$945M,26,"Santurce, Puerto Rico",,,,,,,,,,,,,,,,1948,PUBLIC,2026-02-25,ZoomInfo,19367196,Clean
FirstBank,,Banking,1490,$514M,91,"Nashville, Tennessee",,,,,,,,,,,,,,,,1906,PUBLIC,2026-02-25,ZoomInfo,14418384,Clean
FirstMerit,,Banking,1074,$59M,,"Akron, Ohio",,,,,,,,,,,,,,,,1845,PRIVATE,2026-02-25,ZoomInfo,14516303,Clean
FirstSun Capital Bancorp,,Banking,1177,$395M,1,"Denver, Colorado",,,,,,,,,,,,,,,,,PUBLIC,2026-02-25,ZoomInfo,5000016046,Clean
Fisher Investments,,Investment Banking,5500,$2.6B,111,"Plano, Texas",,,,,,,,,,,,,,,,1979,PRIVATE,2026-02-25,ZoomInfo,40274966,Clean
Fisher Investments,,,2000,$100M,1,"Camas, Washington",,,,,,,,,,,,,,,,1979,PRIVATE,2026-02-25,ZoomInfo,1102839320,Clean
Fishers Asset Management,,Investment Banking,2605,$100M,1,"Victor, New York",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,1227908860,Clean
Fitch Ratings,,Credit Cards & Transaction Processing,2400,$1.0B,29,"New York City, New York",,,,,,,,,,,,,,,,1913,PRIVATE,2026-02-25,ZoomInfo,36638286,Clean
Flagship Pioneering,,Venture Capital & Private Equity,1500,$773M,6,"Cambridge, Massachusetts",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,560093260,Clean
Flagstar Bank,,Banking,6993,$2.1B,216,"Hicksville, New York",,,,,,,,,,,,,,,,1992,PUBLIC,2026-02-25,ZoomInfo,26658224,Clean
FlexShares,,Investment Banking,3389,$11M,1,"Chicago, Illinois",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,370272613,Clean
Flour City International,,,2241,$488M,,"Johnson City, Tennessee",,,,,,,,,,,,,,,,1893,PRIVATE,2026-02-25,ZoomInfo,19645217,Clean
Fnbo,,Banking,5000,$1.2B,99,"Omaha, Nebraska",,,,,,,,,,,,,,,,1857,PRIVATE,2026-02-25,ZoomInfo,352838278,Clean
Ford Credit,,Banking,7446,$1.8B,3,"Aberdeen, Maryland",,,,,,,,,,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,369467303,Clean
Forex,,Lending & Brokerage,4300,$2.2B,15,"Warren, New Jersey",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,58723506,Clean
Franchise Opportunity Specialist,,Chemicals & Related Products,1228,$220M,,"Dallas, Texas",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,355233562,Clean
Franklin American Mortgage,,Lending & Brokerage,1080,$210M,,"Franklin, Tennessee",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,41732417,Clean
Franklin Resources,,,9900,$8.8B,8,"San Mateo, California",,,,,,,,,,,,,,,,1947,PUBLIC,2026-02-25,ZoomInfo,44566945,Clean
Freddie Mac,,Lending & Brokerage,8076,$22.0B,10,"Mc Lean, Virginia",,,,,,,,,,,,,,,,1970,PUBLIC,2026-02-25,ZoomInfo,15089853,Clean
Freedom Debt Relief,,Lending & Brokerage,1600,$1.0B,10,"San Mateo, California",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,47419756,Clean
Freedom Financial Network,,Credit Cards & Transaction Processing,2200,$1.1B,62,"San Mateo, California",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,68603338,Clean
Freedom International Group,,Banking,1928,$106M,1,"New York City, New York",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,456051825,Clean
Freedom Mortgage,,Lending & Brokerage,5960,$3.1B,302,"Boca Raton, Florida",,,,,,,,,,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,47419747,Clean
FreeScoresAndMore,,Credit Cards & Transaction Processing,1323,$602K,1,"Stamford, Connecticut",,,,,,,,,,,,,,,,1973,PRIVATE,2026-02-25,ZoomInfo,357470462,Clean
Frost Bankers,,Banking,6000,$2.2B,732,"San Antonio, Texas",,,,,,,,,,,,,,,,1868,PUBLIC,2026-02-25,ZoomInfo,27314534,Clean
FS KKR Capital Corp.,,Venture Capital & Private Equity,1383,$373M,2,"Philadelphia, Pennsylvania",,,,,,,,,,,,,,,,2007,PUBLIC,2026-02-25,ZoomInfo,348523572,Clean
Fuelman,,Credit Cards & Transaction Processing,5000,$2.6B,9,"Honolulu, Hawaii",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,15319536,Clean
Fullsteam Software Holdings LLC,,Financial Software,1400,$294M,8,"Auburn, Alabama",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,566135179,Clean
Fulton Bank,,Banking,3400,$1.3B,260,"Lancaster, Pennsylvania",,,,,,,,,,,,,,,,1882,PUBLIC,2026-02-25,ZoomInfo,42584758,Clean
Fund That Deal,,Investment Banking,2151,$559M,1,"Atlanta, Georgia",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,355511451,Clean
FuturePlan,,Investment Banking,1500,$773M,10,"Franklin, Tennessee",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,469992033,Clean
FXCM Asia,,Lending & Brokerage,3569,$917M,,"New York City, New York",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,372898535,Clean
Galileo,,Credit Cards & Transaction Processing,1600,$825M,13,"Sandy, Utah",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,476492614,Clean
Galway Holdings,,,4000,$2.1B,1,"San Francisco, California",,,,,,,,,,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,557158408,Clean
Gateway Mortgage Group,,Lending & Brokerage,1200,$277M,358,"Albemarle, North Carolina",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,48878653,Clean
GE Capital,,Lending & Brokerage,5500,$2.8B,,"Norwalk, Connecticut",,,,,,,,,,,,,,,,1932,PRIVATE,2026-02-25,ZoomInfo,83972262,Clean
GFI Group,,Lending & Brokerage,1672,$995M,26,"New York City, New York",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,48679981,Clean
GID,,,1300,$625M,36,"Boston, Massachusetts",,,,,,,,,,,,,,,,1960,PRIVATE,2026-02-25,ZoomInfo,21972669,Clean
Gk Financial Groups,,Investment Banking,2000,$543M,2,"Miami Beach, Florida",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,356277395,Clean
Glacier Bancorp,,Banking,3595,$922M,4,"Kalispell, Montana",,,,,,,,,,,,,,,,1990,PUBLIC,2026-02-25,ZoomInfo,42799745,Clean
Glacier Bancorp,,Banking,3658,$41M,122,"Kalispell, Montana",,,,,,,,,,,,,,,,1955,PRIVATE,2026-02-25,ZoomInfo,60475345,Clean
Global Credit Union,,Banking,1975,$490M,21,"Anchorage, Alaska",,,,,,,,,,,,,,,,1954,PRIVATE,2026-02-25,ZoomInfo,16106417,Clean
Global Financial Impact,,Investment Banking,2668,$1.4B,1,"San Jose, California",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,5000025568,Clean
Global Lending Services,,Lending & Brokerage,1000,$516M,19,"Greenville, South Carolina",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,354614236,Clean
GlobeOp Financial Services,,Lending & Brokerage,2334,$27M,,"Harrison, New York",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,50548428,Clean
GM Financial,,Banking,9000,$12.8B,72,"Fort Worth, Texas",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,358046572,Clean
GMAC Insurance,,Banking,2133,$897M,,"Horsham, Pennsylvania",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,16236602,Clean
Godwin Tsui - Independent Bank Mortgage,,,1981,$100M,,"Dallas, Texas",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,552468207,Clean
Golden 1 Credit Union,,Banking,1900,$532M,104,"Sacramento, California",,,,,,,,,,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,50913087,Clean
Goldman Sachs Asset Management,,Investment Banking,1800,$928M,6,"New York City, New York",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,1104335465,Clean
Goldstream Investment,,Venture Capital & Private Equity,2328,$49M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1304886805,Clean
Great Lakes Higher Education,,Lending & Brokerage,1776,$944M,,"Madison, Wisconsin",,,,,,,,,,,,,,,,1967,PRIVATE,2026-02-25,ZoomInfo,41749460,Clean
Great Western Bank,,Banking,1545,$505M,,"Sioux Falls, South Dakota",,,,,,,,,,,,,,,,1935,PUBLIC,2026-02-25,ZoomInfo,16647368,Excluded_Name_Review
Great-West Financial,,Investment Banking,6986,$187M,,"Greenwood Village, Colorado",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,106219115,Clean
Green Dot Bank,,Credit Cards & Transaction Processing,1150,$2.0B,30,"Provo, Utah",,,,,,,,,,,,,,,,1999,PUBLIC,2026-02-25,ZoomInfo,80692712,Clean
Greensky,,Banking,1174,$518M,72,"Atlanta, Georgia",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,351043254,Clean
Greylock Federal Credit Union,,Banking,4179,$785M,14,"Pittsfield, Massachusetts",,,,,,,,,,,,,,,,1935,PRIVATE,2026-02-25,ZoomInfo,44714200,Clean
Greystone,,Investment Banking,1200,$619M,202,"New York City, New York",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,52365422,Clean
GRS Group,,Credit Cards & Transaction Processing,1701,$45M,,"Irvine, California",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,346525014,Clean
Guaranteed Rate Affinity,,Lending & Brokerage,1224,$631M,235,"Chicago, Illinois",,,,,,,,,,,,,,,,2017,PRIVATE,2026-02-25,ZoomInfo,408023348,Clean
Guardian Insurance,,,7700,$14.5B,35,"New York City, New York",,,,,,,,,,,,,,,,1860,PRIVATE,2026-02-25,ZoomInfo,10160450,Clean
Guggenheim Partners,,Investment Banking,2200,$1.1B,59,"New York City, New York",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,51578903,Clean
Guild Mortgage Co,,Lending & Brokerage,5270,$1.3B,556,"San Diego, California",,,,,,,,,,,,,,,,1960,PUBLIC,2026-02-25,ZoomInfo,45074335,Clean
Gulf Cooperation Council,,Banking,2036,$47M,2,"New York City, New York",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,66818507,Clean
H.I.G. Capital,,Venture Capital & Private Equity,1000,$481M,22,"Miami, Florida",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,17695603,Clean
Hancock Whitney Bank,,Banking,3627,$1.5B,337,"Gulfport, Mississippi",,,,,,,,,,,,,,,,1883,PUBLIC,2026-02-25,ZoomInfo,43045430,Clean
Hankey Investment,,Investment Banking,3046,$1.4B,3,"Los Angeles, California",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,25642378,Clean
Harvard Risk Management,,Lending & Brokerage,3299,$134M,,"Dallas, Texas",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,353246597,Clean
Hawee,,"Architecture, Engineering & Design",3116,$673M,2,"San Jose, California",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,453467667,Clean
HealthEquity,,Investment Banking,3105,$1.3B,30,"Draper, Utah",,,,,,,,,,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,30788507,Clean
Heartland Payment Systems,,Credit Cards & Transaction Processing,4263,$2.5B,,"Edmond, Oklahoma",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,1152118757,Clean
Heights Finance,,Lending & Brokerage,2400,$1.2B,1,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,5000062568,Clean
Heights Finance,,Banking,1300,$89M,172,"Greenville, South Carolina",,,,,,,,,,,,,,,,1953,PRIVATE,2026-02-25,ZoomInfo,41047655,Clean
Hilltop Holdings,,,3570,$1.3B,26,"Dallas, Texas",,,,,,,,,,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,129943394,Clean
HiThink Financial Services,,Credit Cards & Transaction Processing,1315,$659M,3,"Rolling Meadows, Illinois",,,,,,,,,,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,347914226,Clean
HKEX Group,,,2441,$2.0B,,,,,,,,,,,,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,400941328,Clean
Home BancShares,,Banking,2552,$1.1B,15,"Conway, Arkansas",,,,,,,,,,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,87081981,Clean
Home Point Financial,,Lending & Brokerage,3000,$1.5B,,"Ann Arbor, Michigan",,,,,,,,,,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,369028386,Clean
Home Savings of America,,Banking,3034,$593M,4,"Little Falls, Minnesota",,,,,,,,,,,,,,,,1934,PRIVATE,2026-02-25,ZoomInfo,1102671983,Clean
